IDSK,DATA,DIA,DIASEMANA,MES,NOMEMES,QUARTO,NOMEQUARTO,ANO,ESTACAOANO,FIMSEMANA,DATACOMPLETA
70038,2004-11-11,11,Quinta,11,Novembro,4,Quarto,2004,Primavera,Não,20041111
70039,2004-11-12,12,Sexta,11,Novembro,4,Quarto,2004,Primavera,Não,20041112
70040,2004-11-13,13,Sábado,11,Novembro,4,Quarto,2004,Primavera,Sim,20041113
70041,2004-11-14,14,Domingo,11,Novembro,4,Quarto,2004,Primavera,Sim,20041114
70042,2004-11-15,15,Segunda,11,Novembro,4,Quarto,2004,Primavera,Não,20041115
70043,2004-11-16,16,Terça,11,Novembro,4,Quarto,2004,Primavera,Não,20041116
70044,2004-11-17,17,Quarta,11,Novembro,4,Quarto,2004,Primavera,Não,20041117
70045,2004-11-18,18,Quinta,11,Novembro,4,Quarto,2004,Primavera,Não,20041118
70046,2004-11-19,19,Sexta,11,Novembro,4,Quarto,2004,Primavera,Não,20041119
70047,2004-11-20,20,Sábado,11,Novembro,4,Quarto,2004,Primavera,Sim,20041120
70048,2004-11-21,21,Domingo,11,Novembro,4,Quarto,2004,Primavera,Sim,20041121
70049,2004-11-22,22,Segunda,11,Novembro,4,Quarto,2004,Primavera,Não,20041122
70050,2004-11-23,23,Terça,11,Novembro,4,Quarto,2004,Primavera,Não,20041123
70051,2004-11-24,24,Quarta,11,Novembro,4,Quarto,2004,Primavera,Não,20041124
70052,2004-11-25,25,Quinta,11,Novembro,4,Quarto,2004,Primavera,Não,20041125
70053,2004-11-26,26,Sexta,11,Novembro,4,Quarto,2004,Primavera,Não,20041126
70054,2004-11-27,27,Sábado,11,Novembro,4,Quarto,2004,Primavera,Sim,20041127
70055,2004-11-28,28,Domingo,11,Novembro,4,Quarto,2004,Primavera,Sim,20041128
70056,2004-11-29,29,Segunda,11,Novembro,4,Quarto,2004,Primavera,Não,20041129
70057,2004-11-30,30,Terça,11,Novembro,4,Quarto,2004,Primavera,Não,20041130
70058,2004-12-01,01,Quarta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041201
70059,2004-12-02,02,Quinta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041202
70060,2004-12-03,03,Sexta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041203
70061,2004-12-04,04,Sábado,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041204
70062,2004-12-05,05,Domingo,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041205
70063,2004-12-06,06,Segunda,12,Dezembro,4,Quarto,2004,Primavera,Não,20041206
70064,2004-12-07,07,Terça,12,Dezembro,4,Quarto,2004,Primavera,Não,20041207
70065,2004-12-08,08,Quarta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041208
70066,2004-12-09,09,Quinta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041209
70067,2004-12-10,10,Sexta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041210
70068,2004-12-11,11,Sábado,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041211
70069,2004-12-12,12,Domingo,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041212
70070,2004-12-13,13,Segunda,12,Dezembro,4,Quarto,2004,Primavera,Não,20041213
70071,2004-12-14,14,Terça,12,Dezembro,4,Quarto,2004,Primavera,Não,20041214
70072,2004-12-15,15,Quarta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041215
70073,2004-12-16,16,Quinta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041216
70074,2004-12-17,17,Sexta,12,Dezembro,4,Quarto,2004,Primavera,Não,20041217
70075,2004-12-18,18,Sábado,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041218
70076,2004-12-19,19,Domingo,12,Dezembro,4,Quarto,2004,Primavera,Sim,20041219
70077,2004-12-20,20,Segunda,12,Dezembro,4,Quarto,2004,Primavera,Não,20041220
70078,2004-12-21,21,Terça,12,Dezembro,4,Quarto,2004,Verão,Não,20041221
70079,2004-12-22,22,Quarta,12,Dezembro,4,Quarto,2004,Verão,Não,20041222
70080,2004-12-23,23,Quinta,12,Dezembro,4,Quarto,2004,Verão,Não,20041223
70081,2004-12-24,24,Sexta,12,Dezembro,4,Quarto,2004,Verão,Não,20041224
70082,2004-12-25,25,Sábado,12,Dezembro,4,Quarto,2004,Verão,Sim,20041225
70083,2004-12-26,26,Domingo,12,Dezembro,4,Quarto,2004,Verão,Sim,20041226
70084,2004-12-27,27,Segunda,12,Dezembro,4,Quarto,2004,Verão,Não,20041227
70085,2004-12-28,28,Terça,12,Dezembro,4,Quarto,2004,Verão,Não,20041228
70086,2004-12-29,29,Quarta,12,Dezembro,4,Quarto,2004,Verão,Não,20041229
70087,2004-12-30,30,Quinta,12,Dezembro,4,Quarto,2004,Verão,Não,20041230
70088,2004-12-31,31,Sexta,12,Dezembro,4,Quarto,2004,Verão,Não,20041231
70089,2005-01-01,01,Sábado,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050101
70090,2005-01-02,02,Domingo,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050102
70091,2005-01-03,03,Segunda,01,Janeiro,1,Primeiro,2005,Verão,Não,20050103
70092,2005-01-04,04,Terça,01,Janeiro,1,Primeiro,2005,Verão,Não,20050104
70093,2005-01-05,05,Quarta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050105
70094,2005-01-06,06,Quinta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050106
70095,2005-01-07,07,Sexta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050107
70096,2005-01-08,08,Sábado,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050108
70097,2005-01-09,09,Domingo,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050109
70098,2005-01-10,10,Segunda,01,Janeiro,1,Primeiro,2005,Verão,Não,20050110
70099,2005-01-11,11,Terça,01,Janeiro,1,Primeiro,2005,Verão,Não,20050111
70100,2005-01-12,12,Quarta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050112
70101,2005-01-13,13,Quinta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050113
70102,2005-01-14,14,Sexta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050114
70103,2005-01-15,15,Sábado,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050115
70104,2005-01-16,16,Domingo,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050116
70105,2005-01-17,17,Segunda,01,Janeiro,1,Primeiro,2005,Verão,Não,20050117
70106,2005-01-18,18,Terça,01,Janeiro,1,Primeiro,2005,Verão,Não,20050118
70107,2005-01-19,19,Quarta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050119
70108,2005-01-20,20,Quinta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050120
70109,2005-01-21,21,Sexta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050121
70110,2005-01-22,22,Sábado,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050122
70111,2005-01-23,23,Domingo,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050123
70112,2005-01-24,24,Segunda,01,Janeiro,1,Primeiro,2005,Verão,Não,20050124
70113,2005-01-25,25,Terça,01,Janeiro,1,Primeiro,2005,Verão,Não,20050125
70114,2005-01-26,26,Quarta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050126
70115,2005-01-27,27,Quinta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050127
70116,2005-01-28,28,Sexta,01,Janeiro,1,Primeiro,2005,Verão,Não,20050128
70117,2005-01-29,29,Sábado,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050129
70118,2005-01-30,30,Domingo,01,Janeiro,1,Primeiro,2005,Verão,Sim,20050130
70119,2005-01-31,31,Segunda,01,Janeiro,1,Primeiro,2005,Verão,Não,20050131
70120,2005-02-01,01,Terça,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050201
70121,2005-02-02,02,Quarta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050202
70122,2005-02-03,03,Quinta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050203
70123,2005-02-04,04,Sexta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050204
70124,2005-02-05,05,Sábado,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050205
70125,2005-02-06,06,Domingo,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050206
70126,2005-02-07,07,Segunda,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050207
70127,2005-02-08,08,Terça,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050208
70128,2005-02-09,09,Quarta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050209
70129,2005-02-10,10,Quinta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050210
70130,2005-02-11,11,Sexta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050211
70131,2005-02-12,12,Sábado,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050212
70132,2005-02-13,13,Domingo,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050213
70133,2005-02-14,14,Segunda,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050214
70134,2005-02-15,15,Terça,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050215
70135,2005-02-16,16,Quarta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050216
70136,2005-02-17,17,Quinta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050217
70137,2005-02-18,18,Sexta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050218
70138,2005-02-19,19,Sábado,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050219
70139,2005-02-20,20,Domingo,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050220
70140,2005-02-21,21,Segunda,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050221
70141,2005-02-22,22,Terça,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050222
70142,2005-02-23,23,Quarta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050223
70143,2005-02-24,24,Quinta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050224
70144,2005-02-25,25,Sexta,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050225
70145,2005-02-26,26,Sábado,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050226
70146,2005-02-27,27,Domingo,02,Fevereiro,1,Primeiro,2005,Verão,Sim,20050227
70147,2005-02-28,28,Segunda,02,Fevereiro,1,Primeiro,2005,Verão,Não,20050228
70148,2005-03-01,01,Terça,03,Março,1,Primeiro,2005,Verão,Não,20050301
70149,2005-03-02,02,Quarta,03,Março,1,Primeiro,2005,Verão,Não,20050302
70150,2005-03-03,03,Quinta,03,Março,1,Primeiro,2005,Verão,Não,20050303
70151,2005-03-04,04,Sexta,03,Março,1,Primeiro,2005,Verão,Não,20050304
70152,2005-03-05,05,Sábado,03,Março,1,Primeiro,2005,Verão,Sim,20050305
70153,2005-03-06,06,Domingo,03,Março,1,Primeiro,2005,Verão,Sim,20050306
70154,2005-03-07,07,Segunda,03,Março,1,Primeiro,2005,Verão,Não,20050307
70155,2005-03-08,08,Terça,03,Março,1,Primeiro,2005,Verão,Não,20050308
70156,2005-03-09,09,Quarta,03,Março,1,Primeiro,2005,Verão,Não,20050309
70157,2005-03-10,10,Quinta,03,Março,1,Primeiro,2005,Verão,Não,20050310
70158,2005-03-11,11,Sexta,03,Março,1,Primeiro,2005,Verão,Não,20050311
70159,2005-03-12,12,Sábado,03,Março,1,Primeiro,2005,Verão,Sim,20050312
70160,2005-03-13,13,Domingo,03,Março,1,Primeiro,2005,Verão,Sim,20050313
70161,2005-03-14,14,Segunda,03,Março,1,Primeiro,2005,Verão,Não,20050314
70162,2005-03-15,15,Terça,03,Março,1,Primeiro,2005,Verão,Não,20050315
70163,2005-03-16,16,Quarta,03,Março,1,Primeiro,2005,Verão,Não,20050316
70164,2005-03-17,17,Quinta,03,Março,1,Primeiro,2005,Verão,Não,20050317
70165,2005-03-18,18,Sexta,03,Março,1,Primeiro,2005,Verão,Não,20050318
70166,2005-03-19,19,Sábado,03,Março,1,Primeiro,2005,Verão,Sim,20050319
70167,2005-03-20,20,Domingo,03,Março,1,Primeiro,2005,Verão,Sim,20050320
70168,2005-03-21,21,Segunda,03,Março,1,Primeiro,2005,Outono,Não,20050321
70169,2005-03-22,22,Terça,03,Março,1,Primeiro,2005,Outono,Não,20050322
70170,2005-03-23,23,Quarta,03,Março,1,Primeiro,2005,Outono,Não,20050323
70171,2005-03-24,24,Quinta,03,Março,1,Primeiro,2005,Outono,Não,20050324
70172,2005-03-25,25,Sexta,03,Março,1,Primeiro,2005,Outono,Não,20050325
70173,2005-03-26,26,Sábado,03,Março,1,Primeiro,2005,Outono,Sim,20050326
70174,2005-03-27,27,Domingo,03,Março,1,Primeiro,2005,Outono,Sim,20050327
70175,2005-03-28,28,Segunda,03,Março,1,Primeiro,2005,Outono,Não,20050328
70176,2005-03-29,29,Terça,03,Março,1,Primeiro,2005,Outono,Não,20050329
70177,2005-03-30,30,Quarta,03,Março,1,Primeiro,2005,Outono,Não,20050330
70178,2005-03-31,31,Quinta,03,Março,1,Primeiro,2005,Outono,Não,20050331
70179,2005-04-01,01,Sexta,04,Abril,2,Segundo,2005,Outono,Não,20050401
70180,2005-04-02,02,Sábado,04,Abril,2,Segundo,2005,Outono,Sim,20050402
70181,2005-04-03,03,Domingo,04,Abril,2,Segundo,2005,Outono,Sim,20050403
70182,2005-04-04,04,Segunda,04,Abril,2,Segundo,2005,Outono,Não,20050404
70183,2005-04-05,05,Terça,04,Abril,2,Segundo,2005,Outono,Não,20050405
70184,2005-04-06,06,Quarta,04,Abril,2,Segundo,2005,Outono,Não,20050406
70185,2005-04-07,07,Quinta,04,Abril,2,Segundo,2005,Outono,Não,20050407
70186,2005-04-08,08,Sexta,04,Abril,2,Segundo,2005,Outono,Não,20050408
70187,2005-04-09,09,Sábado,04,Abril,2,Segundo,2005,Outono,Sim,20050409
70188,2005-04-10,10,Domingo,04,Abril,2,Segundo,2005,Outono,Sim,20050410
70189,2005-04-11,11,Segunda,04,Abril,2,Segundo,2005,Outono,Não,20050411
70190,2005-04-12,12,Terça,04,Abril,2,Segundo,2005,Outono,Não,20050412
70191,2005-04-13,13,Quarta,04,Abril,2,Segundo,2005,Outono,Não,20050413
70192,2005-04-14,14,Quinta,04,Abril,2,Segundo,2005,Outono,Não,20050414
70193,2005-04-15,15,Sexta,04,Abril,2,Segundo,2005,Outono,Não,20050415
70194,2005-04-16,16,Sábado,04,Abril,2,Segundo,2005,Outono,Sim,20050416
70195,2005-04-17,17,Domingo,04,Abril,2,Segundo,2005,Outono,Sim,20050417
70196,2005-04-18,18,Segunda,04,Abril,2,Segundo,2005,Outono,Não,20050418
70197,2005-04-19,19,Terça,04,Abril,2,Segundo,2005,Outono,Não,20050419
70198,2005-04-20,20,Quarta,04,Abril,2,Segundo,2005,Outono,Não,20050420
70199,2005-04-21,21,Quinta,04,Abril,2,Segundo,2005,Outono,Não,20050421
70200,2005-04-22,22,Sexta,04,Abril,2,Segundo,2005,Outono,Não,20050422
70201,2005-04-23,23,Sábado,04,Abril,2,Segundo,2005,Outono,Sim,20050423
70202,2005-04-24,24,Domingo,04,Abril,2,Segundo,2005,Outono,Sim,20050424
70203,2005-04-25,25,Segunda,04,Abril,2,Segundo,2005,Outono,Não,20050425
70204,2005-04-26,26,Terça,04,Abril,2,Segundo,2005,Outono,Não,20050426
70205,2005-04-27,27,Quarta,04,Abril,2,Segundo,2005,Outono,Não,20050427
70206,2005-04-28,28,Quinta,04,Abril,2,Segundo,2005,Outono,Não,20050428
70207,2005-04-29,29,Sexta,04,Abril,2,Segundo,2005,Outono,Não,20050429
70208,2005-04-30,30,Sábado,04,Abril,2,Segundo,2005,Outono,Sim,20050430
70209,2005-05-01,01,Domingo,05,Maio,2,Segundo,2005,Outono,Sim,20050501
70210,2005-05-02,02,Segunda,05,Maio,2,Segundo,2005,Outono,Não,20050502
70211,2005-05-03,03,Terça,05,Maio,2,Segundo,2005,Outono,Não,20050503
70212,2005-05-04,04,Quarta,05,Maio,2,Segundo,2005,Outono,Não,20050504
70213,2005-05-05,05,Quinta,05,Maio,2,Segundo,2005,Outono,Não,20050505
70214,2005-05-06,06,Sexta,05,Maio,2,Segundo,2005,Outono,Não,20050506
70215,2005-05-07,07,Sábado,05,Maio,2,Segundo,2005,Outono,Sim,20050507
70216,2005-05-08,08,Domingo,05,Maio,2,Segundo,2005,Outono,Sim,20050508
70217,2005-05-09,09,Segunda,05,Maio,2,Segundo,2005,Outono,Não,20050509
70218,2005-05-10,10,Terça,05,Maio,2,Segundo,2005,Outono,Não,20050510
70219,2005-05-11,11,Quarta,05,Maio,2,Segundo,2005,Outono,Não,20050511
70220,2005-05-12,12,Quinta,05,Maio,2,Segundo,2005,Outono,Não,20050512
70221,2005-05-13,13,Sexta,05,Maio,2,Segundo,2005,Outono,Não,20050513
70222,2005-05-14,14,Sábado,05,Maio,2,Segundo,2005,Outono,Sim,20050514
70223,2005-05-15,15,Domingo,05,Maio,2,Segundo,2005,Outono,Sim,20050515
70224,2005-05-16,16,Segunda,05,Maio,2,Segundo,2005,Outono,Não,20050516
70225,2005-05-17,17,Terça,05,Maio,2,Segundo,2005,Outono,Não,20050517
70226,2005-05-18,18,Quarta,05,Maio,2,Segundo,2005,Outono,Não,20050518
70227,2005-05-19,19,Quinta,05,Maio,2,Segundo,2005,Outono,Não,20050519
70228,2005-05-20,20,Sexta,05,Maio,2,Segundo,2005,Outono,Não,20050520
70229,2005-05-21,21,Sábado,05,Maio,2,Segundo,2005,Outono,Sim,20050521
70230,2005-05-22,22,Domingo,05,Maio,2,Segundo,2005,Outono,Sim,20050522
70231,2005-05-23,23,Segunda,05,Maio,2,Segundo,2005,Outono,Não,20050523
70232,2005-05-24,24,Terça,05,Maio,2,Segundo,2005,Outono,Não,20050524
70233,2005-05-25,25,Quarta,05,Maio,2,Segundo,2005,Outono,Não,20050525
70234,2005-05-26,26,Quinta,05,Maio,2,Segundo,2005,Outono,Não,20050526
70235,2005-05-27,27,Sexta,05,Maio,2,Segundo,2005,Outono,Não,20050527
70236,2005-05-28,28,Sábado,05,Maio,2,Segundo,2005,Outono,Sim,20050528
70237,2005-05-29,29,Domingo,05,Maio,2,Segundo,2005,Outono,Sim,20050529
70238,2005-05-30,30,Segunda,05,Maio,2,Segundo,2005,Outono,Não,20050530
70239,2005-05-31,31,Terça,05,Maio,2,Segundo,2005,Outono,Não,20050531
70240,2005-06-01,01,Quarta,06,Junho,2,Segundo,2005,Outono,Não,20050601
70241,2005-06-02,02,Quinta,06,Junho,2,Segundo,2005,Outono,Não,20050602
70242,2005-06-03,03,Sexta,06,Junho,2,Segundo,2005,Outono,Não,20050603
70243,2005-06-04,04,Sábado,06,Junho,2,Segundo,2005,Outono,Sim,20050604
70244,2005-06-05,05,Domingo,06,Junho,2,Segundo,2005,Outono,Sim,20050605
70245,2005-06-06,06,Segunda,06,Junho,2,Segundo,2005,Outono,Não,20050606
70246,2005-06-07,07,Terça,06,Junho,2,Segundo,2005,Outono,Não,20050607
70247,2005-06-08,08,Quarta,06,Junho,2,Segundo,2005,Outono,Não,20050608
70248,2005-06-09,09,Quinta,06,Junho,2,Segundo,2005,Outono,Não,20050609
70249,2005-06-10,10,Sexta,06,Junho,2,Segundo,2005,Outono,Não,20050610
70250,2005-06-11,11,Sábado,06,Junho,2,Segundo,2005,Outono,Sim,20050611
70251,2005-06-12,12,Domingo,06,Junho,2,Segundo,2005,Outono,Sim,20050612
70252,2005-06-13,13,Segunda,06,Junho,2,Segundo,2005,Outono,Não,20050613
70253,2005-06-14,14,Terça,06,Junho,2,Segundo,2005,Outono,Não,20050614
70254,2005-06-15,15,Quarta,06,Junho,2,Segundo,2005,Outono,Não,20050615
70255,2005-06-16,16,Quinta,06,Junho,2,Segundo,2005,Outono,Não,20050616
70256,2005-06-17,17,Sexta,06,Junho,2,Segundo,2005,Outono,Não,20050617
70257,2005-06-18,18,Sábado,06,Junho,2,Segundo,2005,Outono,Sim,20050618
70258,2005-06-19,19,Domingo,06,Junho,2,Segundo,2005,Outono,Sim,20050619
70259,2005-06-20,20,Segunda,06,Junho,2,Segundo,2005,Outono,Não,20050620
70260,2005-06-21,21,Terça,06,Junho,2,Segundo,2005,Inverno,Não,20050621
70261,2005-06-22,22,Quarta,06,Junho,2,Segundo,2005,Inverno,Não,20050622
70262,2005-06-23,23,Quinta,06,Junho,2,Segundo,2005,Inverno,Não,20050623
70263,2005-06-24,24,Sexta,06,Junho,2,Segundo,2005,Inverno,Não,20050624
70264,2005-06-25,25,Sábado,06,Junho,2,Segundo,2005,Inverno,Sim,20050625
70265,2005-06-26,26,Domingo,06,Junho,2,Segundo,2005,Inverno,Sim,20050626
70266,2005-06-27,27,Segunda,06,Junho,2,Segundo,2005,Inverno,Não,20050627
70267,2005-06-28,28,Terça,06,Junho,2,Segundo,2005,Inverno,Não,20050628
70268,2005-06-29,29,Quarta,06,Junho,2,Segundo,2005,Inverno,Não,20050629
70269,2005-06-30,30,Quinta,06,Junho,2,Segundo,2005,Inverno,Não,20050630
70270,2005-07-01,01,Sexta,07,Julho,3,Terceiro,2005,Inverno,Não,20050701
70271,2005-07-02,02,Sábado,07,Julho,3,Terceiro,2005,Inverno,Sim,20050702
70272,2005-07-03,03,Domingo,07,Julho,3,Terceiro,2005,Inverno,Sim,20050703
70273,2005-07-04,04,Segunda,07,Julho,3,Terceiro,2005,Inverno,Não,20050704
70274,2005-07-05,05,Terça,07,Julho,3,Terceiro,2005,Inverno,Não,20050705
70275,2005-07-06,06,Quarta,07,Julho,3,Terceiro,2005,Inverno,Não,20050706
70276,2005-07-07,07,Quinta,07,Julho,3,Terceiro,2005,Inverno,Não,20050707
70277,2005-07-08,08,Sexta,07,Julho,3,Terceiro,2005,Inverno,Não,20050708
70278,2005-07-09,09,Sábado,07,Julho,3,Terceiro,2005,Inverno,Sim,20050709
70279,2005-07-10,10,Domingo,07,Julho,3,Terceiro,2005,Inverno,Sim,20050710
70280,2005-07-11,11,Segunda,07,Julho,3,Terceiro,2005,Inverno,Não,20050711
70281,2005-07-12,12,Terça,07,Julho,3,Terceiro,2005,Inverno,Não,20050712
70282,2005-07-13,13,Quarta,07,Julho,3,Terceiro,2005,Inverno,Não,20050713
70283,2005-07-14,14,Quinta,07,Julho,3,Terceiro,2005,Inverno,Não,20050714
70284,2005-07-15,15,Sexta,07,Julho,3,Terceiro,2005,Inverno,Não,20050715
70285,2005-07-16,16,Sábado,07,Julho,3,Terceiro,2005,Inverno,Sim,20050716
70286,2005-07-17,17,Domingo,07,Julho,3,Terceiro,2005,Inverno,Sim,20050717
70287,2005-07-18,18,Segunda,07,Julho,3,Terceiro,2005,Inverno,Não,20050718
70288,2005-07-19,19,Terça,07,Julho,3,Terceiro,2005,Inverno,Não,20050719
70289,2005-07-20,20,Quarta,07,Julho,3,Terceiro,2005,Inverno,Não,20050720
70290,2005-07-21,21,Quinta,07,Julho,3,Terceiro,2005,Inverno,Não,20050721
70291,2005-07-22,22,Sexta,07,Julho,3,Terceiro,2005,Inverno,Não,20050722
70292,2005-07-23,23,Sábado,07,Julho,3,Terceiro,2005,Inverno,Sim,20050723
70293,2005-07-24,24,Domingo,07,Julho,3,Terceiro,2005,Inverno,Sim,20050724
70294,2005-07-25,25,Segunda,07,Julho,3,Terceiro,2005,Inverno,Não,20050725
70295,2005-07-26,26,Terça,07,Julho,3,Terceiro,2005,Inverno,Não,20050726
70296,2005-07-27,27,Quarta,07,Julho,3,Terceiro,2005,Inverno,Não,20050727
70297,2005-07-28,28,Quinta,07,Julho,3,Terceiro,2005,Inverno,Não,20050728
70298,2005-07-29,29,Sexta,07,Julho,3,Terceiro,2005,Inverno,Não,20050729
70299,2005-07-30,30,Sábado,07,Julho,3,Terceiro,2005,Inverno,Sim,20050730
70300,2005-07-31,31,Domingo,07,Julho,3,Terceiro,2005,Inverno,Sim,20050731
70301,2005-08-01,01,Segunda,08,Agosto,3,Terceiro,2005,Inverno,Não,20050801
70302,2005-08-02,02,Terça,08,Agosto,3,Terceiro,2005,Inverno,Não,20050802
70303,2005-08-03,03,Quarta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050803
70304,2005-08-04,04,Quinta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050804
70305,2005-08-05,05,Sexta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050805
70306,2005-08-06,06,Sábado,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050806
70307,2005-08-07,07,Domingo,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050807
70308,2005-08-08,08,Segunda,08,Agosto,3,Terceiro,2005,Inverno,Não,20050808
70309,2005-08-09,09,Terça,08,Agosto,3,Terceiro,2005,Inverno,Não,20050809
70310,2005-08-10,10,Quarta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050810
70311,2005-08-11,11,Quinta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050811
70312,2005-08-12,12,Sexta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050812
70313,2005-08-13,13,Sábado,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050813
70314,2005-08-14,14,Domingo,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050814
70315,2005-08-15,15,Segunda,08,Agosto,3,Terceiro,2005,Inverno,Não,20050815
70316,2005-08-16,16,Terça,08,Agosto,3,Terceiro,2005,Inverno,Não,20050816
70317,2005-08-17,17,Quarta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050817
70318,2005-08-18,18,Quinta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050818
70319,2005-08-19,19,Sexta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050819
70320,2005-08-20,20,Sábado,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050820
70321,2005-08-21,21,Domingo,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050821
70322,2005-08-22,22,Segunda,08,Agosto,3,Terceiro,2005,Inverno,Não,20050822
70323,2005-08-23,23,Terça,08,Agosto,3,Terceiro,2005,Inverno,Não,20050823
70324,2005-08-24,24,Quarta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050824
70325,2005-08-25,25,Quinta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050825
70326,2005-08-26,26,Sexta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050826
70327,2005-08-27,27,Sábado,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050827
70328,2005-08-28,28,Domingo,08,Agosto,3,Terceiro,2005,Inverno,Sim,20050828
70329,2005-08-29,29,Segunda,08,Agosto,3,Terceiro,2005,Inverno,Não,20050829
70330,2005-08-30,30,Terça,08,Agosto,3,Terceiro,2005,Inverno,Não,20050830
70331,2005-08-31,31,Quarta,08,Agosto,3,Terceiro,2005,Inverno,Não,20050831
70332,2005-09-01,01,Quinta,09,Setembro,3,Terceiro,2005,Inverno,Não,20050901
70333,2005-09-02,02,Sexta,09,Setembro,3,Terceiro,2005,Inverno,Não,20050902
70334,2005-09-03,03,Sábado,09,Setembro,3,Terceiro,2005,Inverno,Sim,20050903
70335,2005-09-04,04,Domingo,09,Setembro,3,Terceiro,2005,Inverno,Sim,20050904
70336,2005-09-05,05,Segunda,09,Setembro,3,Terceiro,2005,Inverno,Não,20050905
70337,2005-09-06,06,Terça,09,Setembro,3,Terceiro,2005,Inverno,Não,20050906
70338,2005-09-07,07,Quarta,09,Setembro,3,Terceiro,2005,Inverno,Não,20050907
70339,2005-09-08,08,Quinta,09,Setembro,3,Terceiro,2005,Inverno,Não,20050908
70340,2005-09-09,09,Sexta,09,Setembro,3,Terceiro,2005,Inverno,Não,20050909
